run_ts_utc,experiment_name,report,split,model,group_type,group_value,selector_status,edge_threshold,min_probability,min_odds,max_odds,matches,bets,coverage,wins,hit_rate,avg_prob,avg_edge,avg_odds,avg_clv_pct,invested,returned,profit,roi
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,pick,D,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,19,1.2079,5,26.3158,0.273161,0.123681,4.1192,10.7493,0.187979,0.206936,0.018957,10.0846
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,odds_bucket,1.00-1.50,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,2,0.1271,1,50.0,0.803715,0.102759,1.3721,11.107,0.1,0.068978,-0.031022,-31.0218
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,odds_bucket,1.50-2.00,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,1,0.0636,1,100.0,0.692433,0.100933,1.5899,-81.6191,0.042772,0.068005,0.025233,58.9949
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,odds_bucket,3.00-5.00,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,108,6.8659,26,24.0741,0.266095,0.116828,4.2385,17.0104,0.987073,1.000216,0.013143,1.3315
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,edge_bucket,10-15%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,107,6.8023,27,25.2336,0.280485,0.114803,4.1493,16.0745,1.0843,1.082234,-0.002066,-0.1905
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,edge_bucket,>15%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,4,0.2543,1,25.0,0.256557,0.159993,4.5304,14.4359,0.045544,0.054965,0.009421,20.6844
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,confidence_bucket,35-45%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,1,0.0636,0,0.0,0.362803,0.106596,3.0501,5.1768,0.012999,0.0,-0.012999,-100.0
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,confidence_bucket,<=35%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,107,6.8023,26,24.2991,0.265191,0.116924,4.2496,17.1209,0.974074,1.000216,0.026142,2.6838
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,test,logreg,confidence_bucket,>65%,validation_locked_positive_fold_roi,0.1,0.0,1.2,5.0,1573,3,0.1907,2,66.6667,0.766621,0.10215,1.4447,-19.8017,0.142772,0.136983,-0.005789,-4.0545
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,validation_locked_selector,validation,mlp,all,all,validation_locked_positive_fold_roi,0.125,0.35,1.2,3.5,1752,139,7.9338,72,51.7986,0.442395,0.184351,2.7899,-1.3547,3.821462,5.153677,1.332215,34.8614
